id,count_total,largest_area_frac,largest_bottom_y_norm,largest_conf,closest_area_frac,closest_bottom_y_norm,closest_conf,sum_area_frac,mean_conf,danger_label
cyclar_data_10_frame000000_Left,4,0.0209174762987062,0.7864148175274884,0.8735612630844116,0.0209174762987062,0.7864148175274884,0.8735612630844116,0.0410860293493053,0.7019223570823669,0
cyclar_data_10_frame000000_Right,2,0.1951184425853769,0.9995468202441808,0.7807074785232544,0.1951184425853769,0.9995468202441808,0.7807074785232544,0.2305112207787847,0.8261603116989136,2
cyclar_data_10_frame000001_Left,3,0.0193146875602541,0.7833492451734504,0.8695606589317322,0.0193146875602541,0.7833492451734504,0.8695606589317322,0.0349713806112943,0.8153478701909384,0
cyclar_data_10_frame000001_Right,2,0.2064884878122936,0.9992400746286652,0.7376981377601624,0.2064884878122936,0.9992400746286652,0.7376981377601624,0.2403071888225412,0.7802170813083649,2
cyclar_data_10_frame000002_Left,5,0.0307377203430722,0.8494068035863555,0.8730113506317139,0.0307377203430722,0.8494068035863555,0.8730113506317139,0.0673293349616842,0.7066590368747712,0
cyclar_data_10_frame000002_Right,1,0.2165843878345233,0.9990746140970614,0.79841548204422,0.2165843878345233,0.9990746140970614,0.79841548204422,0.2165843878345233,0.79841548204422,2
cyclar_data_10_frame000003_Left,4,0.0273469831393591,0.8401257550274884,0.8483465909957886,0.0273469831393591,0.8401257550274884,0.8483465909957886,0.0582093312489302,0.8257403075695038,0
cyclar_data_10_frame000003_Right,1,0.2232376266424233,1.0,0.8706288933753967,0.2232376266424233,1.0,0.8706288933753967,0.2232376266424233,0.8706288933753967,2
cyclar_data_10_frame000004_Left,5,0.0249369824655212,0.8331235406820666,0.811246931552887,0.0249369824655212,0.8331235406820666,0.811246931552887,0.0573774133240273,0.7028841555118561,0
cyclar_data_10_frame000004_Right,1,0.232307293003482,0.999042840651524,0.8684378862380981,0.232307293003482,0.999042840651524,0.8684378862380981,0.232307293003482,0.8684378862380981,2
cyclar_data_10_frame000005_Left,4,0.0219435163021199,0.818460032773116,0.8185009360313416,0.0219435163021199,0.818460032773116,0.8185009360313416,0.0489156032487559,0.8062342703342438,0
cyclar_data_10_frame000005_Right,1,0.2378596649233721,0.9999392160172323,0.8101209998130798,0.2378596649233721,0.9999392160172323,0.8101209998130798,0.2378596649233721,0.8101209998130798,2
cyclar_data_10_frame000006_Left,5,0.0172065113136076,0.7841677567595807,0.6785517930984497,0.00598878575392,0.8091652952594521,0.3121675550937652,0.0484312164470055,0.6740168869495392,0
cyclar_data_10_frame000006_Right,1,0.2472880063864867,0.9981742827490032,0.864224910736084,0.2472880063864867,0.9981742827490032,0.864224910736084,0.2472880063864867,0.864224910736084,2
cyclar_data_10_frame000007_Left,5,0.0185969359660877,0.7947446093147184,0.725666344165802,0.0185969359660877,0.7947446093147184,0.725666344165802,0.0454418593591567,0.6802644968032837,0
cyclar_data_10_frame000007_Right,1,0.2592787396848524,0.9996278236922904,0.8066706657409668,0.2592787396848524,0.9996278236922904,0.8066706657409668,0.2592787396848524,0.8066706657409668,2
cyclar_data_10_frame000008_Left,5,0.0150309710536251,0.7594083935144997,0.7015272974967957,0.004908355492666,0.783854292253408,0.3783267140388489,0.0437919562012304,0.6919432520866394,0
cyclar_data_10_frame000008_Right,1,0.262814929189982,0.9994401343074846,0.7915035486221313,0.262814929189982,0.9994401343074846,0.7915035486221313,0.262814929189982,0.7915035486221313,2
cyclar_data_10_frame000009_Left,6,0.0123450750367339,0.7704218483756109,0.8482985496520996,0.0123450750367339,0.7704218483756109,0.8482985496520996,0.0481109117497459,0.6046966761350632,0
cyclar_data_10_frame000009_Right,1,0.2624594561891111,0.998055666071888,0.91537207365036,0.2624594561891111,0.998055666071888,0.91537207365036,0.2624594561891111,0.91537207365036,2
cyclar_data_10_frame000010_Left,4,0.0144683107474679,0.760240091708462,0.7463289499282837,0.0134010051008401,0.7619073184919946,0.8524115085601807,0.0394069439523605,0.751305490732193,0
cyclar_data_10_frame000010_Right,1,0.265696753593845,0.999697524333687,0.844497561454773,0.265696753593845,0.999697524333687,0.844497561454773,0.265696753593845,0.844497561454773,2
cyclar_data_10_frame000011_Left,4,0.0148898989585589,0.7599403161570859,0.8688685894012451,0.0148898989585589,0.7599403161570859,0.8688685894012451,0.0391101643241752,0.6947526633739471,0
cyclar_data_10_frame000011_Right,1,0.2692660215580223,0.9994829593862524,0.7017726302146912,0.2692660215580223,0.9994829593862524,0.7017726302146912,0.2692660215580223,0.7017726302146912,2
cyclar_data_10_frame000012_Left,5,0.0162140951910232,0.7588302549511317,0.8421894907951355,0.0021659707157936,0.7924291037728266,0.3910457789897918,0.0409041693075188,0.6744837939739228,0
cyclar_data_10_frame000012_Right,1,0.2583749453052714,0.9993887065369406,0.6918529868125916,0.2583749453052714,0.9993887065369406,0.6918529868125916,0.2583749453052714,0.6918529868125916,2
cyclar_data_10_frame000013_Left,6,0.018603129226921,0.7559823872130594,0.798295795917511,0.0058323075404079,0.7934781298225309,0.6795741319656372,0.0475900998678425,0.6859474827845892,0
cyclar_data_10_frame000013_Right,1,0.2513634754736515,0.9995841822997042,0.7880574464797974,0.2513634754736515,0.9995841822997042,0.7880574464797974,0.2513634754736515,0.7880574464797974,2
cyclar_data_10_frame000014_Left,8,0.0143235401620537,0.7502802468131109,0.7979210615158081,0.0081679891063473,0.78546042108732,0.7799094915390015,0.0560016221357609,0.6150133647024632,0
cyclar_data_10_frame000014_Right,1,0.2380446525936969,0.9994752358016654,0.7568591833114624,0.2380446525936969,0.9994752358016654,0.7568591833114624,0.2380446525936969,0.7568591833114624,2
